target_id,molecule_chembl_id,standard_type,standard_value,standard_units
CHEMBL260,CHEMBL419149,IC50,27.0,nM
CHEMBL260,CHEMBL408876,IC50,1.5,nM
CHEMBL260,CHEMBL274863,IC50,480.0,nM
CHEMBL260,CHEMBL95365,IC50,45.0,nM
CHEMBL260,CHEMBL329080,IC50,12.0,nM
CHEMBL260,CHEMBL318892,IC50,3.0,nM
CHEMBL260,CHEMBL95521,IC50,42.0,nM
CHEMBL260,CHEMBL280280,IC50,9800.0,nM
CHEMBL260,CHEMBL18573,IC50,123.0,nM
CHEMBL260,CHEMBL18782,IC50,26.0,nM
CHEMBL260,CHEMBL18382,IC50,1400.0,nM
CHEMBL260,CHEMBL277312,IC50,16700.0,nM
CHEMBL260,CHEMBL97550,IC50,1.4,nM
CHEMBL260,CHEMBL17131,IC50,16.0,nM
CHEMBL260,CHEMBL319988,IC50,83.0,nM
CHEMBL260,CHEMBL329049,IC50,8.5,nM
CHEMBL260,CHEMBL18200,IC50,350.0,nM
CHEMBL260,CHEMBL18617,IC50,510.0,nM
CHEMBL260,CHEMBL274064,IC50,20.0,nM
CHEMBL260,CHEMBL274064,IC50,19.0,nM
CHEMBL260,CHEMBL95207,IC50,86.0,nM
CHEMBL260,CHEMBL330422,IC50,53.0,nM
CHEMBL260,CHEMBL97162,IC50,34.0,nM
CHEMBL260,CHEMBL279311,IC50,36.0,nM
CHEMBL260,CHEMBL316917,IC50,170.0,nM
CHEMBL260,CHEMBL275798,IC50,20.0,nM
CHEMBL260,CHEMBL97604,IC50,160.0,nM
CHEMBL260,CHEMBL95797,IC50,53.0,nM
CHEMBL260,CHEMBL277599,IC50,550.0,nM
CHEMBL260,CHEMBL18189,IC50,2100.0,nM
CHEMBL260,CHEMBL278179,IC50,82.0,nM
CHEMBL260,CHEMBL95502,IC50,58.0,nM
CHEMBL260,CHEMBL18210,IC50,16700.0,nM
CHEMBL260,CHEMBL420081,IC50,9.6,nM
CHEMBL260,CHEMBL327949,IC50,79.0,nM
CHEMBL260,CHEMBL416170,IC50,30.0,nM
CHEMBL260,CHEMBL366639,IC50,1500.0,nM
CHEMBL260,CHEMBL171392,IC50,1000.0,nM
CHEMBL260,CHEMBL170830,IC50,200.0,nM
CHEMBL260,CHEMBL369668,IC50,800.0,nM
CHEMBL260,CHEMBL435669,IC50,380.0,nM
CHEMBL260,CHEMBL427114,IC50,200.0,nM
CHEMBL260,CHEMBL303144,IC50,2.0,nM
CHEMBL260,CHEMBL368200,IC50,100.0,nM
CHEMBL260,CHEMBL172882,IC50,260.0,nM
CHEMBL260,CHEMBL353254,IC50,32000.0,nM
CHEMBL260,CHEMBL354901,IC50,730.0,nM
CHEMBL260,CHEMBL366605,IC50,540.0,nM
CHEMBL260,CHEMBL170947,IC50,6200.0,nM
CHEMBL260,CHEMBL368350,IC50,1000.0,nM
CHEMBL260,CHEMBL174122,IC50,1000.0,nM
CHEMBL260,CHEMBL170535,IC50,390.0,nM
CHEMBL260,CHEMBL115769,IC50,52.0,nM
CHEMBL260,CHEMBL355790,IC50,90.0,nM
CHEMBL260,CHEMBL174257,IC50,270.0,nM
CHEMBL260,CHEMBL368455,IC50,260.0,nM
CHEMBL260,CHEMBL353427,IC50,30.0,nM
CHEMBL260,CHEMBL369404,IC50,1250.0,nM
CHEMBL260,CHEMBL368397,IC50,370.0,nM
CHEMBL260,CHEMBL172286,IC50,70.0,nM
CHEMBL260,CHEMBL368653,IC50,15800.0,nM
CHEMBL260,CHEMBL173908,IC50,500.0,nM
CHEMBL260,CHEMBL367111,IC50,680.0,nM
CHEMBL260,CHEMBL355528,IC50,140.0,nM
CHEMBL260,CHEMBL367872,IC50,2500.0,nM
CHEMBL260,CHEMBL355529,IC50,100.0,nM
CHEMBL260,CHEMBL174461,IC50,1800.0,nM
CHEMBL260,CHEMBL367957,IC50,4000.0,nM
CHEMBL260,CHEMBL10,IC50,38.0,nM
CHEMBL260,CHEMBL366533,IC50,290.0,nM
CHEMBL260,CHEMBL367242,IC50,12500.0,nM
CHEMBL260,CHEMBL170836,IC50,1000.0,nM
CHEMBL260,CHEMBL170631,IC50,50.0,nM
CHEMBL260,CHEMBL368543,IC50,680.0,nM
CHEMBL260,CHEMBL173787,IC50,1000.0,nM
CHEMBL260,CHEMBL354380,IC50,14400.0,nM
CHEMBL260,CHEMBL368345,IC50,140.0,nM
CHEMBL260,CHEMBL355703,IC50,9.0,nM
CHEMBL260,CHEMBL172689,IC50,60.0,nM
CHEMBL260,CHEMBL171242,IC50,690.0,nM
CHEMBL260,CHEMBL95692,IC50,40.0,nM
CHEMBL260,CHEMBL172232,IC50,70.0,nM
CHEMBL260,CHEMBL353440,IC50,200.0,nM
CHEMBL260,CHEMBL366976,IC50,8000.0,nM
CHEMBL260,CHEMBL173857,IC50,140.0,nM
CHEMBL260,CHEMBL152596,IC50,145.0,nM
CHEMBL260,CHEMBL356455,IC50,5.0,nM
CHEMBL260,CHEMBL152403,IC50,1550.0,nM
CHEMBL260,CHEMBL347576,IC50,437.0,nM
CHEMBL260,CHEMBL152209,IC50,574.0,nM
CHEMBL260,CHEMBL155567,IC50,7.0,nM
CHEMBL260,CHEMBL153795,IC50,100000.0,nM
CHEMBL260,CHEMBL153265,IC50,12.0,nM
CHEMBL260,CHEMBL357732,IC50,29.0,nM
CHEMBL260,CHEMBL356157,IC50,143.0,nM
CHEMBL260,CHEMBL152208,IC50,4.0,nM
CHEMBL260,CHEMBL347496,IC50,39.0,nM
CHEMBL260,CHEMBL279416,IC50,38.0,nM
CHEMBL260,CHEMBL356809,IC50,811.0,nM
CHEMBL260,CHEMBL152767,IC50,10.0,nM
CHEMBL260,CHEMBL119385,IC50,29.0,nM
CHEMBL260,CHEMBL152349,IC50,193.0,nM
CHEMBL260,CHEMBL347770,IC50,101.0,nM
CHEMBL260,CHEMBL422510,IC50,63.0,nM
CHEMBL260,CHEMBL152440,IC50,54.0,nM
CHEMBL260,CHEMBL152820,IC50,13.0,nM
CHEMBL260,CHEMBL155508,IC50,21.0,nM
CHEMBL260,CHEMBL153012,IC50,42.0,nM
CHEMBL260,CHEMBL155448,IC50,139.0,nM
CHEMBL260,CHEMBL142682,IC50,3300.0,nM
CHEMBL260,CHEMBL358548,IC50,68.0,nM
CHEMBL260,CHEMBL342503,IC50,24.0,nM
CHEMBL260,CHEMBL141999,IC50,185.0,nM
CHEMBL260,CHEMBL143389,IC50,217.0,nM
CHEMBL260,CHEMBL358718,IC50,1970.0,nM
CHEMBL260,CHEMBL142753,IC50,5.0,nM
CHEMBL260,CHEMBL343873,IC50,3100.0,nM
CHEMBL260,CHEMBL356355,IC50,172.0,nM
CHEMBL260,CHEMBL336002,IC50,98.0,nM
CHEMBL260,CHEMBL142381,IC50,895.0,nM
CHEMBL260,CHEMBL142425,IC50,1.0,nM
CHEMBL260,CHEMBL142425,IC50,1.29,nM
CHEMBL260,CHEMBL143476,IC50,3.0,nM
CHEMBL260,CHEMBL143307,IC50,53.0,nM
CHEMBL260,CHEMBL358537,IC50,1.0,nM
CHEMBL260,CHEMBL313417,IC50,400.0,nM
CHEMBL260,CHEMBL343481,IC50,23600.0,nM
CHEMBL260,CHEMBL344955,IC50,6.5,nM
CHEMBL260,CHEMBL142523,IC50,86.0,nM
CHEMBL260,CHEMBL356756,IC50,21.0,nM
CHEMBL260,CHEMBL345095,IC50,1800.0,nM
CHEMBL260,CHEMBL142367,IC50,3.0,nM
CHEMBL260,CHEMBL307152,IC50,20200.0,nM
CHEMBL260,CHEMBL302379,IC50,58.0,nM
CHEMBL260,CHEMBL63101,IC50,1100.0,nM
CHEMBL260,CHEMBL291413,IC50,370.0,nM
CHEMBL260,CHEMBL62008,IC50,120.0,nM
CHEMBL260,CHEMBL88486,IC50,5.0,nM
CHEMBL260,CHEMBL64510,IC50,120.0,nM
CHEMBL260,CHEMBL304936,IC50,120.0,nM
CHEMBL260,CHEMBL64644,IC50,920.0,nM
CHEMBL260,CHEMBL61510,IC50,260.0,nM
CHEMBL260,CHEMBL61628,IC50,290.0,nM
CHEMBL260,CHEMBL316275,IC50,9.0,nM
CHEMBL260,CHEMBL292482,IC50,36.0,nM
CHEMBL260,CHEMBL64075,IC50,160.0,nM
CHEMBL260,CHEMBL62946,IC50,200.0,nM
CHEMBL260,CHEMBL10,IC50,39.0,nM
CHEMBL260,CHEMBL59652,IC50,190.0,nM
CHEMBL260,CHEMBL62794,IC50,2.0,nM
CHEMBL260,CHEMBL62665,IC50,710.0,nM
CHEMBL260,CHEMBL62788,IC50,100.0,nM
CHEMBL260,CHEMBL65671,IC50,220.0,nM
CHEMBL260,CHEMBL10,IC50,20.0,nM
CHEMBL260,CHEMBL41653,IC50,53.0,nM
CHEMBL260,CHEMBL115220,IC50,10000.0,nM
CHEMBL260,CHEMBL290971,IC50,35.0,nM
CHEMBL260,CHEMBL416425,IC50,70.0,nM
CHEMBL260,CHEMBL39251,IC50,160.0,nM
CHEMBL260,CHEMBL41723,IC50,13.0,nM
CHEMBL260,CHEMBL37353,IC50,140.0,nM
CHEMBL260,CHEMBL289357,IC50,420.0,nM
CHEMBL260,CHEMBL41970,IC50,270.0,nM
CHEMBL260,CHEMBL415679,IC50,37.0,nM
CHEMBL260,CHEMBL289056,IC50,183.0,nM
CHEMBL260,CHEMBL41266,IC50,310.0,nM
CHEMBL260,CHEMBL288812,IC50,42.0,nM
CHEMBL260,CHEMBL288663,IC50,54.0,nM
CHEMBL260,CHEMBL38084,IC50,110.0,nM
CHEMBL260,CHEMBL289155,IC50,235.0,nM
CHEMBL260,CHEMBL38548,IC50,69.0,nM
CHEMBL260,CHEMBL10,IC50,20.0,nM
CHEMBL260,CHEMBL288889,IC50,69.0,nM
CHEMBL260,CHEMBL40020,IC50,200.0,nM
CHEMBL260,CHEMBL40138,IC50,44.0,nM
CHEMBL260,CHEMBL39931,IC50,290.0,nM
CHEMBL260,CHEMBL41653,IC50,53.0,nM
CHEMBL260,CHEMBL40166,IC50,45.0,nM
CHEMBL260,CHEMBL38648,IC50,430.0,nM
CHEMBL260,CHEMBL41310,IC50,33.0,nM
CHEMBL260,CHEMBL290982,IC50,38.0,nM
CHEMBL260,CHEMBL38625,IC50,87.0,nM
CHEMBL260,CHEMBL288891,IC50,57.0,nM
CHEMBL260,CHEMBL39136,IC50,260.0,nM
CHEMBL260,CHEMBL18520,IC50,67.0,nM
CHEMBL260,CHEMBL278737,IC50,220.0,nM
CHEMBL260,CHEMBL279377,IC50,413.0,nM
CHEMBL260,CHEMBL279377,IC50,248.0,nM
CHEMBL260,CHEMBL19045,IC50,27.0,nM
CHEMBL260,CHEMBL18282,IC50,56.0,nM
CHEMBL260,CHEMBL429973,IC50,44.0,nM
CHEMBL260,CHEMBL279128,IC50,88.0,nM
CHEMBL260,CHEMBL279560,IC50,610.0,nM
CHEMBL260,CHEMBL275580,IC50,3020.0,nM
CHEMBL260,CHEMBL278275,IC50,482.0,nM
CHEMBL260,CHEMBL278506,IC50,180.0,nM
CHEMBL260,CHEMBL18743,IC50,43.0,nM
CHEMBL260,CHEMBL18103,IC50,28.0,nM
CHEMBL260,CHEMBL279342,IC50,947.0,nM
CHEMBL260,CHEMBL19086,IC50,741.0,nM
CHEMBL260,CHEMBL18942,IC50,750.0,nM
CHEMBL260,CHEMBL19057,IC50,387.0,nM
CHEMBL260,CHEMBL18752,IC50,119.0,nM
CHEMBL260,CHEMBL18763,IC50,660.0,nM
CHEMBL260,CHEMBL18286,IC50,210.0,nM
CHEMBL260,CHEMBL278719,IC50,73.0,nM
CHEMBL260,CHEMBL18764,IC50,33.0,nM
CHEMBL260,CHEMBL18525,IC50,32.0,nM
CHEMBL260,CHEMBL278057,IC50,1200.0,nM
CHEMBL260,CHEMBL278924,IC50,12.0,nM
CHEMBL260,CHEMBL417819,IC50,253.0,nM
CHEMBL260,CHEMBL278668,IC50,5310.0,nM
CHEMBL260,CHEMBL18754,IC50,34.0,nM
CHEMBL260,CHEMBL18950,IC50,6.0,nM
CHEMBL260,CHEMBL280059,IC50,441.0,nM
CHEMBL260,CHEMBL19148,IC50,290.0,nM
CHEMBL260,CHEMBL10,IC50,20.0,nM
CHEMBL260,CHEMBL19040,IC50,270.0,nM
CHEMBL260,CHEMBL277806,IC50,57.0,nM
CHEMBL260,CHEMBL18541,IC50,830.0,nM
CHEMBL260,CHEMBL416543,IC50,32.0,nM
CHEMBL260,CHEMBL18709,IC50,663.0,nM
CHEMBL260,CHEMBL18771,IC50,42.0,nM
CHEMBL260,CHEMBL18908,IC50,44.0,nM
CHEMBL260,CHEMBL18852,IC50,400.0,nM
CHEMBL260,CHEMBL278646,IC50,464.0,nM
CHEMBL260,CHEMBL18770,IC50,60.0,nM
CHEMBL260,CHEMBL129677,IC50,78.0,nM
CHEMBL260,CHEMBL118928,IC50,560.0,nM
CHEMBL260,CHEMBL126789,IC50,20000.0,nM
CHEMBL260,CHEMBL129760,IC50,5400.0,nM
CHEMBL260,CHEMBL341280,IC50,110.0,nM
CHEMBL260,CHEMBL341534,IC50,2300.0,nM
CHEMBL260,CHEMBL129153,IC50,250.0,nM
CHEMBL260,CHEMBL129553,IC50,20000.0,nM
CHEMBL260,CHEMBL129678,IC50,6.8,nM
CHEMBL260,CHEMBL126180,IC50,510.0,nM
CHEMBL260,CHEMBL337978,IC50,6800.0,nM
CHEMBL260,CHEMBL129280,IC50,20000.0,nM
CHEMBL260,CHEMBL125846,IC50,20000.0,nM
CHEMBL260,CHEMBL125738,IC50,20000.0,nM
CHEMBL260,CHEMBL126676,IC50,25.0,nM
CHEMBL260,CHEMBL340203,IC50,1300.0,nM
CHEMBL260,CHEMBL338196,IC50,280.0,nM
CHEMBL260,CHEMBL338713,IC50,7700.0,nM
CHEMBL260,CHEMBL130025,IC50,400.0,nM
CHEMBL260,CHEMBL261454,IC50,740.0,nM
CHEMBL260,CHEMBL105082,IC50,20.0,nM
CHEMBL260,CHEMBL104704,IC50,30000.0,nM
CHEMBL260,CHEMBL106118,IC50,1300.0,nM
CHEMBL260,CHEMBL106328,IC50,950.0,nM
CHEMBL260,CHEMBL320069,IC50,4360.0,nM
CHEMBL260,CHEMBL105802,IC50,1540.0,nM
CHEMBL260,CHEMBL419355,IC50,5520.0,nM
CHEMBL260,CHEMBL105082,IC50,70.0,nM
CHEMBL260,CHEMBL141247,IC50,10000.0,nM
CHEMBL260,CHEMBL106120,IC50,1650.0,nM
CHEMBL260,CHEMBL318990,IC50,4740.0,nM
CHEMBL260,CHEMBL160314,IC50,160.0,nM
CHEMBL260,CHEMBL328126,IC50,1400.0,nM
CHEMBL260,CHEMBL157529,IC50,340.0,nM
CHEMBL260,CHEMBL160735,IC50,10000.0,nM
CHEMBL260,CHEMBL347663,IC50,3760.0,nM
CHEMBL260,CHEMBL17370,IC50,117.0,nM
CHEMBL260,CHEMBL158989,IC50,50.0,nM
CHEMBL260,CHEMBL160550,IC50,210.0,nM
CHEMBL260,CHEMBL160289,IC50,1690.0,nM
CHEMBL260,CHEMBL160490,IC50,160.0,nM
CHEMBL260,CHEMBL159163,IC50,190.0,nM
CHEMBL260,CHEMBL158535,IC50,4740.0,nM
CHEMBL260,CHEMBL150894,IC50,10000.0,nM
CHEMBL260,CHEMBL160638,IC50,420.0,nM
CHEMBL260,CHEMBL160401,IC50,2800.0,nM
CHEMBL260,CHEMBL160525,IC50,50.0,nM
CHEMBL260,CHEMBL155694,IC50,1150.0,nM
CHEMBL260,CHEMBL423781,IC50,90.0,nM
CHEMBL260,CHEMBL160372,IC50,10000.0,nM
CHEMBL260,CHEMBL350237,IC50,10000.0,nM
CHEMBL260,CHEMBL436022,IC50,1000.0,nM
CHEMBL260,CHEMBL160627,IC50,320.0,nM
CHEMBL260,CHEMBL160238,IC50,1360.0,nM
CHEMBL260,CHEMBL88486,IC50,5.3,nM
CHEMBL260,CHEMBL155687,IC50,670.0,nM
CHEMBL260,CHEMBL158671,IC50,800.0,nM
CHEMBL260,CHEMBL345863,IC50,1000.0,nM
CHEMBL260,CHEMBL160618,IC50,20.0,nM
CHEMBL260,CHEMBL158477,IC50,420.0,nM
CHEMBL260,CHEMBL351772,IC50,1440.0,nM
CHEMBL260,CHEMBL91652,IC50,44.0,nM
CHEMBL260,CHEMBL156207,IC50,1230.0,nM
CHEMBL260,CHEMBL159198,IC50,300.0,nM
CHEMBL260,CHEMBL350255,IC50,80.0,nM
CHEMBL260,CHEMBL345834,IC50,2680.0,nM
CHEMBL260,CHEMBL160380,IC50,2650.0,nM
CHEMBL260,CHEMBL160281,IC50,420.0,nM
CHEMBL260,CHEMBL158548,IC50,10000.0,nM
CHEMBL260,CHEMBL156961,IC50,1000.0,nM
CHEMBL260,CHEMBL348401,IC50,180.0,nM
CHEMBL260,CHEMBL160690,IC50,260.0,nM
CHEMBL260,CHEMBL160561,IC50,5540.0,nM
CHEMBL260,CHEMBL156458,IC50,2840.0,nM
CHEMBL260,CHEMBL346698,IC50,14200.0,nM
CHEMBL260,CHEMBL143134,Kd,2.4,nM
CHEMBL260,CHEMBL143134,Kd,0.104,nM
CHEMBL260,CHEMBL143134,Kd,0.5,nM
CHEMBL260,CHEMBL444613,Kd,493.0,nM
CHEMBL260,CHEMBL444613,Kd,56.4,nM
CHEMBL260,CHEMBL444613,Kd,36.0,nM
CHEMBL260,CHEMBL444613,Kd,20.0,nM
CHEMBL260,CHEMBL315100,Kd,177.0,nM
CHEMBL260,CHEMBL315100,Kd,16.8,nM
CHEMBL260,CHEMBL315100,Kd,21.0,nM
CHEMBL260,CHEMBL315100,Kd,5.0,nM
CHEMBL260,CHEMBL420047,Kd,118.0,nM
CHEMBL260,CHEMBL420047,Kd,10.6,nM
CHEMBL260,CHEMBL420047,Kd,1.0,nM
CHEMBL260,CHEMBL105248,Kd,62.8,nM
CHEMBL260,CHEMBL105248,Kd,3.4,nM
CHEMBL260,CHEMBL105248,Kd,6.0,nM
CHEMBL260,CHEMBL104749,Kd,210.0,nM
CHEMBL260,CHEMBL104749,Kd,25.7,nM
CHEMBL260,CHEMBL104749,Kd,23.0,nM
CHEMBL260,CHEMBL104749,Kd,10.0,nM
CHEMBL260,CHEMBL104119,Kd,6070.0,nM
CHEMBL260,CHEMBL104119,Kd,2400.0,nM
CHEMBL260,CHEMBL104119,Kd,1181.0,nM
CHEMBL260,CHEMBL87277,Kd,5850.0,nM
CHEMBL260,CHEMBL87277,Kd,1950.0,nM
CHEMBL260,CHEMBL87277,Kd,1160.0,nM
CHEMBL260,CHEMBL87277,Kd,1152.0,nM
CHEMBL260,CHEMBL318810,Kd,5.3,nM
CHEMBL260,CHEMBL318810,Kd,0.231,nM
CHEMBL260,CHEMBL318810,Kd,0.09,nM
CHEMBL260,CHEMBL103667,Kd,1.3,nM
CHEMBL260,CHEMBL103667,Kd,0.046,nM
CHEMBL260,CHEMBL103667,Kd,0.1,nM
CHEMBL260,CHEMBL104991,Kd,1.1,nM
CHEMBL260,CHEMBL103667,Kd,0.098,nM
CHEMBL260,CHEMBL318810,Kd,0.097,nM
CHEMBL260,CHEMBL315100,Kd,22.0,nM
CHEMBL260,CHEMBL105248,Kd,5.9,nM
CHEMBL260,CHEMBL104749,Kd,23.0,nM
CHEMBL260,CHEMBL107161,Kd,9.4,nM
CHEMBL260,CHEMBL106115,Kd,4.8,nM
CHEMBL260,CHEMBL87277,Kd,1190.0,nM
CHEMBL260,CHEMBL104119,Kd,2000.0,nM
CHEMBL260,CHEMBL101035,Kd,300.0,nM
CHEMBL260,CHEMBL318806,Kd,16.0,nM
CHEMBL260,CHEMBL420047,Kd,1.1,nM
CHEMBL260,CHEMBL104973,Kd,14.0,nM
CHEMBL260,CHEMBL107850,Kd,16.0,nM
CHEMBL260,CHEMBL320950,Kd,1.2,nM
CHEMBL260,CHEMBL420474,Kd,2.5,nM
CHEMBL260,CHEMBL13868,IC50,130.0,nM
CHEMBL260,CHEMBL418348,IC50,650.0,nM
CHEMBL260,CHEMBL275200,IC50,79.0,nM
CHEMBL260,CHEMBL264227,IC50,215.0,nM
CHEMBL260,CHEMBL304227,IC50,87.0,nM
CHEMBL260,CHEMBL417804,IC50,25.0,nM
CHEMBL260,CHEMBL275666,IC50,132.0,nM
CHEMBL260,CHEMBL14170,IC50,312.0,nM
CHEMBL260,CHEMBL64031,IC50,35.0,nM
CHEMBL260,CHEMBL62459,IC50,44.0,nM
CHEMBL260,CHEMBL291826,IC50,53.0,nM
CHEMBL260,CHEMBL291835,IC50,33.0,nM
CHEMBL260,CHEMBL417079,IC50,41.0,nM
CHEMBL260,CHEMBL275271,IC50,165.0,nM
CHEMBL260,CHEMBL14339,IC50,209.0,nM
CHEMBL260,CHEMBL61326,IC50,290.0,nM
CHEMBL260,CHEMBL274863,IC50,480.0,nM
CHEMBL260,CHEMBL14318,IC50,300.0,nM
CHEMBL260,CHEMBL428877,IC50,7.4,nM
CHEMBL260,CHEMBL14125,IC50,20.0,nM
CHEMBL260,CHEMBL273525,IC50,119.0,nM
CHEMBL260,CHEMBL303798,IC50,43.0,nM
CHEMBL260,CHEMBL13850,IC50,6.0,nM
CHEMBL260,CHEMBL13836,IC50,15.0,nM
CHEMBL260,CHEMBL61846,IC50,180.0,nM
CHEMBL260,CHEMBL65073,IC50,42.0,nM
CHEMBL260,CHEMBL14112,IC50,1300.0,nM
CHEMBL260,CHEMBL275168,IC50,114.0,nM
CHEMBL260,CHEMBL63071,IC50,30.0,nM
CHEMBL260,CHEMBL64820,IC50,110.0,nM
CHEMBL260,CHEMBL273611,IC50,23.0,nM
CHEMBL260,CHEMBL273432,IC50,6.6,nM
CHEMBL260,CHEMBL14300,IC50,18.7,nM
CHEMBL260,CHEMBL64432,IC50,120.0,nM
CHEMBL260,CHEMBL41653,IC50,53.0,nM
CHEMBL260,CHEMBL14682,IC50,19.0,nM
CHEMBL260,CHEMBL418657,IC50,32.0,nM
CHEMBL260,CHEMBL275798,IC50,19.0,nM
CHEMBL260,CHEMBL277521,IC50,34.3,nM
CHEMBL260,CHEMBL275724,IC50,89.7,nM
CHEMBL260,CHEMBL14014,IC50,95.0,nM
CHEMBL260,CHEMBL13830,IC50,406.0,nM
CHEMBL260,CHEMBL276014,IC50,453.0,nM
CHEMBL260,CHEMBL268946,IC50,56.0,nM
CHEMBL260,CHEMBL14026,IC50,85.4,nM
CHEMBL260,CHEMBL62943,IC50,29.0,nM
CHEMBL260,CHEMBL13972,IC50,177.0,nM
CHEMBL260,CHEMBL304256,IC50,105.0,nM
CHEMBL260,CHEMBL417255,IC50,41.0,nM
CHEMBL260,CHEMBL441793,IC50,39.0,nM
CHEMBL260,CHEMBL61735,IC50,250.0,nM
CHEMBL260,CHEMBL14212,IC50,15.2,nM
CHEMBL260,CHEMBL13950,IC50,174.0,nM
CHEMBL260,CHEMBL59876,IC50,500.0,nM
CHEMBL260,CHEMBL276576,IC50,10.7,nM
CHEMBL260,CHEMBL14233,IC50,82.0,nM
CHEMBL260,CHEMBL278498,IC50,151.0,nM
CHEMBL260,CHEMBL10,IC50,48.0,nM
CHEMBL260,CHEMBL274064,IC50,20.0,nM
CHEMBL260,CHEMBL64041,IC50,11.0,nM
CHEMBL260,CHEMBL279416,IC50,60.0,nM
CHEMBL260,CHEMBL14228,IC50,317.0,nM
CHEMBL260,CHEMBL293644,IC50,797.0,nM
CHEMBL260,CHEMBL279587,IC50,220.0,nM
CHEMBL260,CHEMBL14329,IC50,13.0,nM
CHEMBL260,CHEMBL14187,IC50,60.0,nM
CHEMBL260,CHEMBL14697,IC50,75.0,nM
CHEMBL260,CHEMBL14252,IC50,599.0,nM
CHEMBL260,CHEMBL14763,IC50,14.0,nM
CHEMBL260,CHEMBL14478,IC50,15.7,nM
CHEMBL260,CHEMBL62859,IC50,325.0,nM
CHEMBL260,CHEMBL303562,IC50,130.0,nM
CHEMBL260,CHEMBL276094,IC50,189.0,nM
CHEMBL260,CHEMBL269450,IC50,300.0,nM
CHEMBL260,CHEMBL64040,IC50,13.0,nM
CHEMBL260,CHEMBL64192,IC50,56.0,nM
CHEMBL260,CHEMBL62927,IC50,130.0,nM
CHEMBL260,CHEMBL10,IC50,20.0,nM
CHEMBL260,CHEMBL14565,IC50,134.0,nM
CHEMBL260,CHEMBL13880,IC50,21.6,nM
CHEMBL260,CHEMBL118928,IC50,31000.0,nM
CHEMBL260,CHEMBL120799,IC50,20000.0,nM
CHEMBL260,CHEMBL120718,IC50,20000.0,nM
CHEMBL260,CHEMBL325405,IC50,11000.0,nM
CHEMBL260,CHEMBL118339,IC50,20000.0,nM
CHEMBL260,CHEMBL121790,IC50,20000.0,nM
CHEMBL260,CHEMBL332344,IC50,440.0,nM
CHEMBL260,CHEMBL121795,IC50,7900.0,nM
CHEMBL260,CHEMBL119976,IC50,680.0,nM
CHEMBL260,CHEMBL261454,IC50,51000.0,nM
CHEMBL260,CHEMBL119936,IC50,1600.0,nM
CHEMBL260,CHEMBL120907,IC50,20000.0,nM
CHEMBL260,CHEMBL120211,IC50,4600.0,nM
CHEMBL260,CHEMBL121554,IC50,1800.0,nM
CHEMBL260,CHEMBL331703,IC50,9800.0,nM
CHEMBL260,CHEMBL120245,IC50,15000.0,nM
CHEMBL260,CHEMBL120587,IC50,59.0,nM
CHEMBL260,CHEMBL333798,IC50,20000.0,nM
CHEMBL260,CHEMBL122414,IC50,20000.0,nM
CHEMBL260,CHEMBL122583,IC50,620.0,nM
CHEMBL260,CHEMBL122524,IC50,20000.0,nM
CHEMBL260,CHEMBL330814,IC50,4300.0,nM
CHEMBL260,CHEMBL184733,IC50,2200.0,nM
CHEMBL260,CHEMBL187538,IC50,11200.0,nM
CHEMBL260,CHEMBL187961,IC50,280.0,nM
CHEMBL260,CHEMBL441119,IC50,360.0,nM
CHEMBL260,CHEMBL10,IC50,136000.0,nM
CHEMBL260,CHEMBL297885,IC50,310.0,nM
CHEMBL260,CHEMBL362562,IC50,320.0,nM
CHEMBL260,CHEMBL364340,IC50,460.0,nM
CHEMBL260,CHEMBL184067,IC50,6600.0,nM
CHEMBL260,CHEMBL186802,IC50,140.0,nM
CHEMBL260,CHEMBL186580,IC50,50.0,nM
CHEMBL260,CHEMBL185327,IC50,80.0,nM
CHEMBL260,CHEMBL184555,IC50,70.0,nM
CHEMBL260,CHEMBL184685,IC50,510.0,nM
CHEMBL260,CHEMBL186747,IC50,2090.0,nM
CHEMBL260,CHEMBL182397,IC50,690.0,nM
CHEMBL260,CHEMBL360209,IC50,610.0,nM
CHEMBL260,CHEMBL365830,IC50,210.0,nM
CHEMBL260,CHEMBL187007,IC50,40.0,nM
CHEMBL260,CHEMBL186526,IC50,180.0,nM
CHEMBL260,CHEMBL184011,IC50,180.0,nM
CHEMBL260,CHEMBL187327,IC50,100.0,nM
CHEMBL260,CHEMBL413558,IC50,180.0,nM
CHEMBL260,CHEMBL186542,IC50,230.0,nM
CHEMBL260,CHEMBL183843,IC50,20000.0,nM
CHEMBL260,CHEMBL188122,IC50,1900.0,nM
CHEMBL260,CHEMBL183100,IC50,220.0,nM
CHEMBL260,CHEMBL364576,IC50,30.0,nM
CHEMBL260,CHEMBL184682,IC50,1690.0,nM
CHEMBL260,CHEMBL184052,IC50,10.0,nM
CHEMBL260,CHEMBL363462,IC50,50.0,nM
CHEMBL260,CHEMBL184271,IC50,20.0,nM
CHEMBL260,CHEMBL184659,IC50,30.0,nM
CHEMBL260,CHEMBL188114,IC50,30.0,nM
CHEMBL260,CHEMBL188167,IC50,50.0,nM
CHEMBL260,CHEMBL185567,IC50,240.0,nM
CHEMBL260,CHEMBL185162,IC50,210.0,nM
CHEMBL260,CHEMBL188126,IC50,280.0,nM
CHEMBL260,CHEMBL184347,IC50,340.0,nM
CHEMBL260,CHEMBL187378,IC50,50.0,nM
